# ----------------------------------------
# 페이지 및 화면: 페이지 제목 및 화면 클래스
# 계정: Blog
# 속성: zucca100
# ----------------------------------------
# 
# 모든 사용자
# 시작일: 20260401
# 종료일: 20260805
페이지 제목 및 화면 클래스,세션 소스/매체,조회수,활성 사용자,활성 사용자당 조회수,활성 사용자당 평균 참여 시간,이벤트 수,주요 이벤트,총수익
엠게임 바둑·오목·포커 정보 총정리 — 설치 방법부터 급수·종류까지 | 주카 비즈,bing / organic,16,16,1,14.9375,141,0,0.044386
영끌남 빌딩주스쿨 고객센터 바로가기 - 더픽,(direct) / (none),16,12,1.3333333333333333,4,103,0,0.131322
원기날씨 정보 비교 총정리 — 기상청 날씨알리미·날씨누리 차이 | 주카 비즈,m.search.daum.net / referral,16,15,1.0666666666666667,36.93333333333333,135,0,0.853802
유튜브 음원추출 사이트 y2mate mp3 변환 - 더픽,naver / cpc,16,15,1.0666666666666667,10.2,82,0,0.177801
일본 네비게이션 어플 추천 한국어 설치 다운로드 - 더픽,playtherapy.or.kr / referral,16,15,1.0666666666666667,21.8,114,0,0.488889
임플란트 가격 비교 어플 사이트 바로가기 - 더픽,(direct) / (none),16,14,1.1428571428571428,4.214285714285714,114,0,0.443601
정부24 복지로 홈페이지 바로가기 - 더픽,(direct) / (none),16,15,1.0666666666666667,2.6,104,0,0.586493
충남도청 홈페이지 바로가기 - 더픽,(direct) / (none),16,14,1.1428571428571428,0.7142857142857143,90,0,0.707742
카카오모빌리티 고객지원센터 바로가기 - 더픽,m.search.naver.com / referral,16,12,1.3333333333333333,17.083333333333332,118,0,0.565863
카카오스토리 앱 다운로드 - 더픽,(direct) / (none),16,16,1,15.375,116,0,0.983604
케이옥션 홈페이지 바로가기 - 더픽,(direct) / (none),16,13,1.2307692307692308,5.3076923076923075,88,0,0.560928
킹콩티비 무료 사이트 바로가기 - 더픽,google / organic,16,10,1.6,0.2,27,0,0
티니핑월드 인 판교 입장권 입장료 할인 꿀팁 굿즈 주차 - 더픽,naver / organic,16,14,1.1428571428571428,19.714285714285715,105,0,0.011221
페이지가 없습니다. - 더픽,m.search.naver.com / referral,16,15,1.0666666666666667,2.1333333333333333,68,0,0.008366
프리랜서 종합소득세 신고하기 - 더픽,(direct) / (none),16,14,1.1428571428571428,30.142857142857142,73,0,0.124151
하나손해보험 고객센터 바로가기 - 더픽,google / organic,16,16,1,0,51,0,0.005757
한게임 바둑·장기·오목 정보 총정리 — 다운로드·설치·오류 해결 총망라 | 주카 비즈,m.search.naver.com / referral,16,8,2,3.375,87,0,0.600145
헐크티비 스포츠 무료 야구 생중계 링크 주소 바로가기 - 더픽,(not set),16,101,0.15841584158415842,11.009900990099009,218,0,0.472109
호무로냉감이불 후기 – 솔직하게 경험한 놀라운 시원함과 실사용 장단점 공개! - 더픽,m.search.naver.com / referral,16,16,1,21.4375,121,0,0.050293
2026년 충북 민생안정지원금 총정리: 보은·영동·괴산 금액 및 일정 비교 - 더픽,m.search.naver.com / referral,15,12,1.25,34.833333333333336,119,0,0.180316
Frontend Note | 브라우저 파일 처리와 프론트엔드 실무 코드 자료실,(direct) / (none),15,1,15,43,17,0,0
K패스 등록 발급방법 기간 은행 등록방법 기준 조건 - 더픽,naver / organic,15,15,1,109.4,155,0,0.092132
gpt 챗gpt 가격 할인 인하 무료 요금제 할인 받는 법 - 더픽,playtherapy.or.kr / referral,15,11,1.3636363636363635,19.636363636363637,112,0,0.328911
k패스 환급일 카뱅 신한카드 하나카드 농협 주말 안내 - 더픽,naver / organic,15,15,1,12.333333333333334,133,0,0.03159
국민은행 고객센터 상담원 연결 전화번호 및 영업시간 (24시간 빠른 연결 팁) - 더픽,naver / organic,15,13,1.1538461538461537,11.76923076923077,108,0,0.024481
국민의힘 탈당방법 가입방법 바로가기 - 더픽,running-guarantee9.tistory.com / referral,15,8,1.875,45.625,126,0,1.46623
김부장 넷플릭스 ott 재방송 다시보기 - 더픽,(direct) / (none),15,15,1,5.333333333333333,65,0,0.068796
넥슨 고객센터 바로가기 - 더픽,m.search.naver.com / referral,15,11,1.3636363636363635,10.363636363636363,96,0,0.051366
노령연금신청 방법·나이·필요서류 총정리 | 생활정보 나침반,ad.search.naver.com / referral,15,4,3.75,117,98,4,0.00294
롯데상품권 사용처 외식 롯데몰 롯데마트 정리 - 더픽,(direct) / (none),15,14,1.0714285714285714,17.142857142857142,81,0,0.030383
린나이 서비스센터 바로가기 - 더픽,m.search.naver.com / referral,15,14,1.0714285714285714,7.928571428571429,109,0,1.028166
매일미사 어플 정보 총정리 — 사용법·비교·후기 | 주카 비즈,bing / organic,15,15,1,20.4,144,0,0.019801
매일미사 어플 정보 총정리 — 사용법·비교·후기 | 주카 비즈,m.search.daum.net / referral,15,8,1.875,17.875,123,0,1.314548
발로란트 환불 받는 법 정책 기준 신청 사이트 - 더픽,naver / organic,15,11,1.3636363636363635,7.181818181818182,102,0,0.024989
부킹닷컴 고객센터 바로가기 - 더픽,(direct) / (none),15,12,1.25,2.1666666666666665,75,0,0.091035
삼성증권 홈페이지 바로가기 - 더픽,(direct) / (none),15,12,1.25,3.8333333333333335,127,0,1.096045
삼쩜삼 고객센터 바로가기 - 더픽,(direct) / (none),15,15,1,5.533333333333333,109,0,0.690255
세븐일레븐 착한택배 배송조회 하기 - 더픽,council.chuncheon.go.kr / referral,15,13,1.1538461538461537,7,92,0,0.111658
에어컨 청소가격 비교 바로가기 - 더픽,(direct) / (none),15,15,1,9.533333333333333,92,0,0.151767
일룸 고객센터 바로가기 - 더픽,naver / organic,15,15,1,52.266666666666666,128,0,0.093401
증여세 0원 만드는 부자들의 비법! 가족 간 차용증 쓰는법 및 금전소비대차계약서 양식 다운로드 - 더픽,m.blog.naver.com / referral,15,12,1.25,9.916666666666666,119,0,0.103617
춘천 레고랜드 입장권 최저가 특가 할인 가격 당일 - 더픽,council.chuncheon.go.kr / referral,15,14,1.0714285714285714,9.428571428571429,91,0,0.123064
치지직 월드컵 중계 바로가기 - 더픽,naver / organic,15,14,1.0714285714285714,4.428571428571429,89,0,0.03224
카카오뱅크 앱 다운로드 - 더픽,(direct) / (none),15,13,1.1538461538461537,3.230769230769231,86,0,0.930687
카카오페이 상품권 등록 방법 환불 사용처 조회 - 더픽,m.search.naver.com / referral,15,15,1,13.466666666666667,118,0,0.090987
쿠팡 개인정보 유출 | 집단소송 참여방법 및 신청 | 집단소송 카페정보 - 더픽,m.search.naver.com / referral,15,9,1.6666666666666667,87,110,0,0.261868
타이탄클래스 고객센터 바로가기 - 더픽,(direct) / (none),15,12,1.25,12.333333333333334,106,0,0.219132
톤28 네고왕 바로가기 - 더픽,naver / organic,15,14,1.0714285714285714,2.7142857142857144,107,0,0.068097
틱톡 고객센터 문제신고 바로가기 - 더픽,naver / organic,15,14,1.0714285714285714,13.357142857142858,123,0,0.130532
한게임 바둑 장기 오목 바로가기 - 더픽,(direct) / (none),15,10,1.5,3.6,75,0,0.477651
한능검 시험일정 원서접수 바로가기 - 더픽,naver / organic,15,15,1,19.733333333333334,115,0,0.036435
한컴 고객센터 바로가기 - 더픽,(direct) / (none),15,15,1,4.266666666666667,119,0,0.302854
홍명보 기자회견 다시보기 홍명보 사퇴 퇴진 - 더픽,(direct) / (none),15,13,1.1538461538461537,22.615384615384617,76,0,0.025906
"""이삿날 멘붕 방지"" 공과금 정산부터 전입신고와 확정일자까지 - 더픽",m.search.naver.com / referral,14,13,1.0769230769230769,99.3076923076923,103,0,0.016066
BC카드 홈페이지 바로가기 - 더픽,m.search.naver.com / referral,14,14,1,16.642857142857142,115,0,1.33553
gs25 편의점택배 배송조회하기 - 더픽,naver / organic,14,14,1,57.785714285714285,104,0,0.027258
경남 4050 필독! 경남도민연금 신청하고 240만원 공짜로 챙기는 법 - 더픽,naver / organic,14,14,1,64.57142857142857,131,0,0.073931
공시지가 이의신청 개별지 공동주택 공시지가 이의신청 바로가기 - 더픽,brunch.co.kr / referral,14,12,1.1666666666666667,3.5833333333333335,115,0,0.112654
국민건강보험공단 홈페이지 바로가기 - 더픽,(direct) / (none),14,13,1.0769230769230769,4.076923076923077,86,0,1.761367
더불어민주당 당원가입 신청 바로가기 - 더픽,council.chuncheon.go.kr / referral,14,11,1.2727272727272727,27.90909090909091,92,0,3.094879
레버리지 ETF 교육이수 등록 방법: 주문 불가 5분 만에 해결하기 - 더픽,naver / organic,14,13,1.0769230769230769,29.692307692307693,144,0,0.11024
마운자로 가격 비교 사이트 어플 처방 효과 - 더픽,paxnet.co.kr / referral,14,11,1.2727272727272727,2.272727272727273,83,0,0.244388
모바일 건강보험증 발급 및 다운로드 - 더픽,(direct) / (none),14,12,1.1666666666666667,5.583333333333333,91,0,1.301528
모바일건강보험증발급 방법 총정리 (The건강보험 앱) | 생활정보 나침반,naver / organic,14,5,2.8,16.4,84,0,0.021716
미래에셋생명 고객센터 바로가기 - 더픽,m.search.naver.com / referral,14,13,1.0769230769230769,7.846153846153846,83,0,0.174968
부킹닷컴 고객센터 바로가기 - 더픽,naver / organic,14,14,1,5.142857142857143,118,0,0.213854
"삼성전자 BESPOKE AI 콤보 세탁기 후기 – 믿을 수 없는 편리함과 솔직한 장단점, 구매 전 필독 가이드 - 더픽",m.search.naver.com / referral,14,14,1,23.428571428571427,119,0,0.10432
서민금융 잇다 바로가기 - 더픽,(direct) / (none),14,14,1,6,106,0,0.852431
세일즈랩 고객센터 바로가기 - 더픽,(direct) / (none),14,13,1.0769230769230769,9.461538461538462,80,0,0.054301
신협 고객센터 바로가기 - 더픽,m.search.naver.com / referral,14,13,1.0769230769230769,16.153846153846153,75,0,0.241509
실업급여 대상·조건 총정리 — 계약만료·권고사직·정년퇴직·일용직 상황별 안내 | 생활정보 나침반,naver / cpc,14,12,1.1666666666666667,103.75,94,8,0.089285
예별손해보험 보험금청구 고객센터 바로가기 - 더픽,google / organic,14,13,1.0769230769230769,0,47,0,0.000163
자동차세납부·자동차세환급·자동차세납부조회 한 번에 정리 (위택스 기준) | 생활정보 나침반,m.search.daum.net / referral,14,7,2,84.85714285714286,104,0,0.425304
정치성향판별기 바로가기 https://www.politicaltests.com/ - 더픽,brunch.co.kr / referral,14,10,1.4,5.1,89,0,0.034558
주휴수당 계산기 (2026년 최저시급 반영) - 더픽,(direct) / (none),14,14,1,7.5,68,0,0.050019
충청에너지서비스 홈페이지 바로가기 - 더픽,m.search.naver.com / referral,14,11,1.2727272727272727,12.090909090909092,94,0,0.273328
케이뱅크 플러스박스 만들기 바로가기 - 더픽,(direct) / (none),14,14,1,5.571428571428571,93,0,0.115231
케이뱅크 플러스박스 만들기 바로가기 - 더픽,naver / organic,14,14,1,11.428571428571429,125,0,0.046624
코레일 고객센터 바로가기 - 더픽,(direct) / (none),14,13,1.0769230769230769,1.6153846153846154,63,0,0.021656
키움증권 고객센터 바로가기 - 더픽,naver / organic,14,14,1,14.142857142857142,97,0,0.106163
퍼실 파워젤 딥클린 라벤더 3년 사용 후기 (섬유유연제 없이 빨래 냄새 잡는 법) - 더픽,naver / organic,14,13,1.0769230769230769,54.38461538461539,122,0,0.013331
함양 대봉산 모노레일 정보 총정리 — 예약·가격·시간표·주차·맛집 | 주카 비즈,naver / organic,14,13,1.0769230769230769,15.538461538461538,116,0,0.057124
함양 산불 실시간 현황 바로가기 - 더픽,m.search.naver.com / referral,14,14,1,9.5,97,0,0.24619
해랑열차 예약 방법·코스·가격·취소규정 총정리 | 생활정보 나침반,(direct) / (none),14,4,3.5,165.25,61,1,0.523952
현대카드 고객센터 m포인트몰 바로가기 - 더픽,naver / organic,14,14,1,9,110,0,0.075395
현대해상 다이렉트 하이카 긴급출동 전화번호 고객센터 바로가기 - 더픽,naver / organic,14,14,1,130.28571428571428,131,0,0.196485
"""보이면 바로 집으세요"" 삶의 질 높여주는 다이소 역대급 추천템 - 더픽",naver / organic,13,13,1,93.46153846153847,120,0,0.487122
2026 경제총조사 조사원 모집 바로가기 - 더픽,(direct) / (none),13,10,1.3,33.2,76,0,0.070316
"2026 대학입시정보 사이트 추천 - 오르비, ebs, 진학사, 커리어넷, 대학어디가 - 더픽",(direct) / (none),13,11,1.1818181818181819,5.545454545454546,77,0,0.035286
2026년 고금리 파킹통장 추천 TOP 7: 1000만원 이상 목돈 굴리기 가장 좋은 곳은? - 더픽,kunsan.ac.kr / referral,13,13,1,76.92307692307692,122,0,0.02918
ABC타이어 장착점 무료 비교 공임비 교체방법 쿠폰 할인 - 더픽,naver / organic,13,13,1,30.153846153846153,101,0,0.029544
BYD 서비스센터 바로가기 - 더픽,naver / organic,13,13,1,12.692307692307692,110,0,0.101869
KFC치킨나이트 시간 배달 메뉴 배민 어플 - 더픽,naver / organic,13,13,1,52.76923076923077,97,0,0.016187
MLB 중계 메이저리그 중계 바로가기 - 더픽,naver / organic,13,11,1.1818181818181819,3.909090909090909,132,0,0.102876
NH투자증권 고객센터 전화번호 상담원연결 영업시간 바로가기 - 더픽,(direct) / (none),13,13,1,2.923076923076923,86,0,0.599378
[1인 50만 원] 2026 영동군 민생안정지원금 신청 방법과 대리 수령 서류 완벽 정리 - 더픽,m.search.naver.com / referral,13,11,1.1818181818181819,40,119,0,0.197197
[2026년 한시적용] RIA(국내시장복귀계좌) 개설 - 더픽,(direct) / (none),13,11,1.1818181818181819,8.909090909090908,69,0,0.309901
sbs 고객센터 전화번호 상담원연결 영업시간 - 더픽,(direct) / (none),13,13,1,13.615384615384615,85,0,0.152547
가비아 고객센터 바로가기 - 더픽,naver / organic,13,12,1.0833333333333333,6.833333333333333,94,0,0.04013
갈톤보드 구매하기 - 더픽,(direct) / (none),13,13,1,4.846153846153846,70,0,0.021386
강동헤리티지자이 청약 바로가기 - 더픽,naver / organic,13,10,1.3,1.6,101,0,0.067282
검찰 사건조회 형사사법포털 번호 몰라도 1분 확인 - 더픽,(direct) / (none),13,12,1.0833333333333333,0.16666666666666666,47,0,0.014264
광주은행 고객센터 바로가기 - 더픽,naver / organic,13,9,1.4444444444444444,6.444444444444445,82,0,0.043273
교보라이프플래닛 고객센터 바로가기 - 더픽,m.search.naver.com / referral,13,8,1.625,11.25,72,0,0.738728
나는솔로 32기 인스타 모음 - 더픽,contents.premium.naver.com / referral,13,11,1.1818181818181819,6,101,0,0.019997
내보험찾아줌 환급 입금 조회 받는법 - 더픽,(direct) / (none),13,13,1,6,76,0,0.381752
네스프레소 서비스센터 as 수리 접수 위치 전화번호 바로가기 - 더픽,(direct) / (none),13,10,1.3,8.3,81,0,0.097249
다이슨 고객센터 바로가기 - 더픽,naver / organic,13,12,1.0833333333333333,19.25,129,0,0.2231
모두싸인 고객센터 바로가기 - 더픽,(direct) / (none),13,11,1.1818181818181819,7.2727272727272725,96,0,0.168373
모바일신분증 발급 방법 사본 발급 바로가기 - 더픽,kgeu.org / referral,13,12,1.0833333333333333,3.5833333333333335,113,0,0.375261
미스트롯4 완벽 정리! 참가자명단 | 심사위원 | 대국민 응원 투표하기 - 더픽,m.search.naver.com / referral,13,12,1.0833333333333333,18.166666666666668,95,0,0.074441
보배드림 고객센터 바로가기 - 더픽,(direct) / (none),13,11,1.1818181818181819,11.090909090909092,73,0,0.176633
보이스피싱 번호조회 후후 경찰청시스템 바로가기 - 더픽,brunch.co.kr / referral,13,12,1.0833333333333333,5.5,100,0,0.145332
빽다방 청주내수점 알바 갑질 논란 영상으로 자세히보기 - 더픽,naver / organic,13,13,1,23.23076923076923,126,0,0.018424
삼성월렛 홈페이지 바로가기 - 더픽,brunch.co.kr / referral,13,13,1,8.307692307692308,100,0,1.388765
삼성월렛 홈페이지 바로가기 - 더픽,m.search.naver.com / referral,13,10,1.3,26.6,83,0,0.584458
생활안정자금 대출 생활비대출 신청하기 - 더픽,kgeu.org / referral,13,12,1.0833333333333333,13.916666666666666,108,0,0.788899
서울국제도서전 2026 예매 방법 일정 주제 티켓 가격 - 더픽,(direct) / (none),13,10,1.3,39.9,69,0,0.022902
스페셜포스 리마스터 바로가기 - 더픽,naver / organic,13,12,1.0833333333333333,8.083333333333334,109,0,0.067049
실손24 보험청구 바로가기 - 더픽,naver / organic,13,13,1,69.15384615384616,117,0,0.371521
애니데스크(AnyDesk) 무료 다운로드 | Windows 원격 제어 프로그램,(direct) / (none),13,7,1.8571428571428572,18.428571428571427,83,0,0.146732
엠세이퍼 홈페이지 msafer 바로가기 - 더픽,(direct) / (none),13,12,1.0833333333333333,0.8333333333333334,69,0,0.362854
여론조사 전화 차단 방법 SKT LG KT 알뜰폰 아이폰 - 더픽,m.search.naver.com / referral,13,12,1.0833333333333333,15.833333333333334,99,0,0.082227
예가람저축은행 고객센터 전화번호 상담원연결 바로가기 - 더픽,(direct) / (none),13,9,1.4444444444444444,7.666666666666667,71,0,0.091511
오늘 방송 편성표 총정리｜지상파·종편·케이블·라디오 전체보기 링크 모음 (실시간 업데이트) - 더픽,(direct) / (none),13,10,1.3,6,68,0,0.066659
요양보호사 자격증 따는법 국비지원 재발급 - 더픽,council.chuncheon.go.kr / referral,13,13,1,43,124,0,1.021116
운명전쟁 지선도령 예약하기 - 더픽,m.search.naver.com / referral,13,12,1.0833333333333333,3.0833333333333335,68,0,0.042097
위켄드 내한 예매 가격 티켓 일정 예약 바로가기 - 더픽,brunch.co.kr / referral,13,13,1,2.3846153846153846,96,0,0.033256
육아휴직급여신청 급여 금액 신청방법 계산 지급일 - 더픽,kgeu.org / referral,13,11,1.1818181818181819,13.272727272727273,106,0,0.059237
인스타그램 고객센터 바로가기 - 더픽,(direct) / (none),13,12,1.0833333333333333,4.916666666666667,88,0,0.044746
인스타그램 고객센터 바로가기 - 더픽,naver / organic,13,12,1.0833333333333333,23.166666666666668,112,0,0.026182
일본 네비게이션 어플 추천 한국어 설치 다운로드 - 더픽,council.chuncheon.go.kr / referral,13,12,1.0833333333333333,29.5,100,0,0.908238
장기주택저당차입금 소득공제 조건 총정리 | 2026 연말정산 최대 2000만원 환급받는 법 - 더픽,naver / organic,13,13,1,71.07692307692308,126,0,0.025017
정년 65세 연장 확정? 내 월급은 얼마나 깎일까 (2027년 시행 예정) - 더픽,m.search.naver.com / referral,13,10,1.3,93.5,125,0,0.077763
젠슨황 방한 수혜주 주식 관련주 정리 - 더픽,naver / organic,13,12,1.0833333333333333,61.5,127,0,0.089375
카카오택시 고객센터 사용법 경유지 추가 예약 쿠폰 결제 알아보기 - 더픽,(direct) / (none),13,9,1.4444444444444444,5.333333333333333,79,0,1.049895
컬투쇼 방청신청 바로가기 - 더픽,m.search.naver.com / referral,13,11,1.1818181818181819,18.272727272727273,73,0,0.04679
토스 고객센터 바로가기 - 더픽,(direct) / (none),13,13,1,5.769230769230769,55,0,0.09703
티머니고 앱 다운로드 - 더픽,naver / cpc,13,12,1.0833333333333333,7.25,55,0,0.342481
틱톡 영상 다운로드 사이트 소개 (워터마크 없는 빠른 다운로더),(direct) / (none),13,11,1.1818181818181819,6.363636363636363,69,0,0.018445
팟플레이어 다운로드 바로가기 - 더픽,naver / organic,13,13,1,3.8461538461538463,109,0,0.087178
한경희 타워형 냉풍기 가정용 이동식 에어컨 냉방기 솔직 후기 - 더픽,m.search.naver.com / referral,13,13,1,16.23076923076923,86,0,0.060897
한능검 시험일정 원서접수 바로가기 - 더픽,(direct) / (none),13,13,1,7.461538461538462,50,0,0.001013
"2026 대학입시정보 사이트 추천 - 오르비, ebs, 진학사, 커리어넷, 대학어디가 - 더픽",naver / organic,12,11,1.0909090909090908,22.636363636363637,98,0,0.017907
2026 한일가왕전 재방송 다시보기 티빙 웨이브 - 더픽,(direct) / (none),12,11,1.0909090909090908,20.363636363636363,69,0,0.161904
2026년 고금리 파킹통장 추천 TOP 7: 1000만원 이상 목돈 굴리기 가장 좋은 곳은? - 더픽,(direct) / (none),12,12,1,59.75,88,0,0.108483
"2026년 새출발기금 신청자격 및 방법 총정리 (기간 연장, 서류, 감면율) - 더픽",m.search.naver.com / referral,12,11,1.0909090909090908,121.45454545454545,116,0,0.379442
"2026년 신혼부부 매매대출 1순위, 디딤돌대출 소득 요건 및 금리 완벽 정리 - 더픽",m.search.naver.com / referral,12,12,1,100.91666666666667,131,0,0.095423
"2026년 신혼부부 매매대출 1순위, 디딤돌대출 소득 요건 및 금리 완벽 정리 - 더픽",naver / organic,12,9,1.3333333333333333,84.11111111111111,129,0,0.022034
2026년 파킹통장 추천 TOP4 - 더픽,m.search.naver.com / referral,12,11,1.0909090909090908,52.27272727272727,85,0,0.1739
50대 부부 국내 여행지 추천 TOP5 – 조용하고 힐링되는 곳만 모았습니다 - 더픽,naver / organic,12,11,1.0909090909090908,30.636363636363637,120,0,0.026378
AI가 내 뒷조사를? 갤럭시에 숨겨진 '이 기능' 당장 끄세요 (제미나이 문자 사고) - 더픽,naver / organic,12,12,1,70.58333333333333,92,0,0.01009
KFC치킨나이트 시간 배달 메뉴 배민 어플 - 더픽,council.chuncheon.go.kr / referral,12,12,1,9.666666666666666,94,0,0.227361
[로또 명당 총정리] 1등 당첨 확률 높은 전국 판매점 TOP 20 & 네이버 지도 리스트 - 더픽,m.blog.naver.com / referral,12,10,1.2,10.3,71,0,0.043604
kb차차차 고객센터 바로가기 - 더픽,m.search.naver.com / referral,12,10,1.2,8.6,83,0,0.296036
sk엔카 고객센터 전화번호 상담원 연결 바로가기 - 더픽,brunch.co.kr / referral,12,10,1.2,1.4,70,0,0.409294
강원도청 홈페이지 바로가기 - 더픽,naver / organic,12,11,1.0909090909090908,3.727272727272727,103,0,0.174602
고혼진 화장품 매장 위치 구매 바로가기 - 더픽,naver / organic,12,11,1.0909090909090908,29.727272727272727,90,0,0.050504
교보생명 고객센터 전화번호 콜센터 보험청구 상담원 연결 - 더픽,(direct) / (none),12,9,1.3333333333333333,4.111111111111111,76,0,0.209163
국민연금 임의가입 신청 하는법 최소금액 납부 바로가기 - 더픽,(direct) / (none),12,11,1.0909090909090908,16.636363636363637,89,0,0.497535
금융결제원 고객센터 바로가기 - 더픽,m.search.naver.com / referral,12,8,1.5,10.5,65,0,0.208812
기초연금 모의계산 바로가기 - 더픽,(direct) / (none),12,12,1,17.25,71,0,0.16738
김포페이 사용처 가맹점 조회하기 - 더픽,naver / organic,12,12,1,61.25,83,0,0.085476
네이버 한자 필기입력기 쉽게 사용하는 방법 - 더픽,m.search.naver.com / referral,12,9,1.3333333333333333,6.333333333333333,88,0,0.432731
다이소 쇼핑 전 필독 | 살림 고수만 아는 카테고리별 쇼핑 가이드 - 더픽,(direct) / (none),12,12,1,18.833333333333332,53,0,0.001799
메가박스 고객센터 바로가기 - 더픽,naver / organic,12,12,1,17.666666666666668,105,0,0.078817
브라더 프린터 드라이버 설치 및 다운로드 바로가기 - 더픽,(direct) / (none),12,12,1,13.25,91,0,0.090847
비플페이 가맹점 사용처 찾기 - 더픽,(direct) / (none),12,11,1.0909090909090908,3.727272727272727,86,0,0.083175
빅뱅콘서트 2026 예매 바로가기 - 더픽,(direct) / (none),12,11,1.0909090909090908,46.72727272727273,65,0,0.047854
서울런 홈페이지 바로가기 - 더픽,(direct) / (none),12,11,1.0909090909090908,0.36363636363636365,46,0,0.017782
소득확인증명서 발급 방법 기관 주민센터 정부24 - 더픽,(direct) / (none),12,12,1,9.75,79,0,0.809402
손주돌봄수당 신청하기 - 더픽,(direct) / (none),12,12,1,13.083333333333334,67,0,0.130525
스타벅스 카드 잔액조회 앱 다운로드 바로가기 - 더픽,brunch.co.kr / referral,12,5,2.4,16.4,53,0,0.726914
신생아 특례대출 신청하기 - 더픽,(direct) / (none),12,10,1.2,7.4,44,0,0.010344
애플페이 티머니 등록 방법 버스 환승 충전 사용법 - 더픽,(direct) / (none),12,12,1,6.916666666666667,76,0,0.028286
어카운트인포 계좌 지급정지·안심차단 신청방법 총정리 — 보이스피싱 예방 | 생활정보 나침반,bing / organic,12,6,2,28,92,0,0.008266
에이블리 고객센터 전화번호 영업시간 바로가기 - 더픽,naver / organic,12,12,1,26.5,107,0,0.020205
에이스침대 고객센터 바로가기 - 더픽,naver / organic,12,12,1,6.666666666666667,88,0,0.050092
엠게임 바둑·오목·포커 정보 총정리 — 설치 방법부터 급수·종류까지 | 주카 비즈,m.search.naver.com / referral,12,10,1.2,2.3,65,0,0.062456
예다함 고객센터 바로가기 - 더픽,(direct) / (none),12,10,1.2,2.4,72,0,0.913792
온비드 공매 사이트 방법 입찰 명도 아파트 물건 조회 알아보기 - 더픽,(direct) / (none),12,9,1.3333333333333333,27,71,0,0.614188
우베가 무엇일까요? 우베 알아보기 - 더픽,(direct) / (none),12,12,1,2.5833333333333335,38,0,0
원기날씨 앱 정확도 설치 위젯 기상청 설치 및 다운로드 - 더픽,m.search.naver.com / referral,12,11,1.0909090909090908,14.545454545454545,90,0,1.714656
유플러스멤버십 혜택 바로가기 - 더픽,m.search.naver.com / referral,12,11,1.0909090909090908,17.727272727272727,102,0,0.041414
인스타그램 사진 동영상 저장 바로가기 - 더픽,brunch.co.kr / referral,12,10,1.2,5.7,92,0,0.058238
인터넷 전입신고 전입신청 - 더픽,(direct) / (none),12,12,1,2.75,73,0,0.026238
일사편리 부동산정보조회시스템 바로가기 - 더픽,naver / organic,12,11,1.0909090909090908,0.9090909090909091,85,0,0.076575
자동차대출 갈아타기 개인사업자 신용대출 전세대출 주택담보대출 조건 금리 증액 방법 기간 조회하기 - 더픽,(direct) / (none),12,11,1.0909090909090908,3.6363636363636362,77,0,0.123872
자동차세납부·자동차세환급·자동차세납부조회 한 번에 정리 (위택스 기준) | 생활정보 나침반,daum / organic,12,6,2,46.333333333333336,94,0,0.020806
전국 은행 홈페이지 바로가기 | 14개 은행 공식 사이트 및 적금 금리 비교,(direct) / (none),12,10,1.2,12,61,0,0.094237
전북도청 홈페이지 바로가기 - 더픽,(direct) / (none),12,12,1,4.75,73,0,0.328518
전북은행 JB슈퍼씨드 적금 가입하기 - 더픽,m.search.naver.com / referral,12,11,1.0909090909090908,58.27272727272727,95,0,0.303053
제주도청 홈페이지 바로가기 - 더픽,naver / organic,12,11,1.0909090909090908,8.090909090909092,102,0,0.361319
젠슨황 방한 수혜주 주식 관련주 정리 - 더픽,(direct) / (none),12,12,1,33,83,0,0.057668
"중성지방 때문에 시작한 대마종자유, 3주 써보니 달라진 점들 - 더픽",(direct) / (none),12,10,1.2,9.8,62,0,0.00923
카카오뱅크 마이너스통장 대출 개설 바로가기 - 더픽,(direct) / (none),12,12,1,4.416666666666667,61,0,0.058423
카카오뱅크 잔고증명서 발급 출력 pdf - 더픽,council.chuncheon.go.kr / referral,12,11,1.0909090909090908,36.09090909090909,80,0,0.242069
키크니 특별전 할인 일정 시간 장소 굿즈 예매 바로가기 - 더픽,brunch.co.kr / referral,12,11,1.0909090909090908,11.636363636363637,99,0,0.047331
"탄소중립실천포인트 가입방법 및 실천다짐금 5,000원 받는 법 총정리 (2026년) | 생활정보 나침반",(not set) / cpc,12,2,6,35,37,0,0.000078
통관알리미 유니패스 통관조회 방법 알아보자! 통관번호 확인 총정리 | 주카 비즈,naver / cpc,12,9,1.3333333333333333,8.777777777777779,73,1,0.217069
한국투자증권 고객센터 바로가기 - 더픽,m.search.naver.com / referral,12,10,1.2,10.5,67,0,0.252323
한화생명 고객센터 바로가기 - 더픽,(direct) / (none),12,12,1,6.5,75,0,0.226028
현대백화점 문화센터 수강신청 바로가기 - 더픽,m.search.naver.com / referral,12,10,1.2,8.3,81,0,0.130558
화물차 유류보조금 신청하기 - 더픽,(direct) / (none),12,11,1.0909090909090908,11.909090909090908,88,0,0.104317
2026 서울레이스 접수 신청 방법 하프 마라톤 11km 참가 일정 - 더픽,(direct) / (none),11,9,1.2222222222222223,32.666666666666664,44,0,0.008819
2026 연봉 실수령액 | 2026 연봉 실수령액 계산기 - 더픽,naver / organic,11,9,1.2222222222222223,18.444444444444443,79,0,0.008678
